tile_id,building_id,category,gt_height_m,base_shadow_m,base_height_m,base_error_m,m4_shadow_m,m4_height_m,m4_error_m,m4_status,m4_confidence,m4_term_reason,failure_mode
6_7,109,Small,2.96,30.00,26.82,23.86,6.05,5.41,2.45,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,110,Small,1.78,26.10,23.34,21.55,0.30,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
6_7,111,Small,2.12,30.00,26.82,24.70,0.70,0.63,1.50,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,112,Small,1.68,13.00,11.62,9.95,1.55,1.39,0.29,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,113,Small,2.99,16.50,14.75,11.76,5.05,4.52,1.52,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,114,Small,2.42,20.30,18.15,15.73,3.95,3.53,1.11,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,115,Small,2.74,30.00,26.82,24.09,1.55,1.39,1.35,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,116,Medium,9.66,30.00,26.82,17.17,5.40,4.83,4.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,117,Large,18.70,25.35,22.67,3.97,5.75,5.14,13.56,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_7,118,Small,1.55,30.00,26.82,25.27,0.70,0.63,0.93,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,119,Medium,4.88,29.80,26.64,21.77,5.30,4.74,0.14,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,120,Small,3.93,30.00,26.82,22.90,8.90,7.96,4.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,121,Medium,7.48,22.45,20.07,12.59,8.55,7.64,0.16,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,122,Large,14.17,30.00,26.82,12.66,11.95,10.68,3.48,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,123,Small,2.51,18.15,16.23,13.72,0.95,0.85,1.66,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,124,Small,2.90,30.00,26.82,23.92,2.75,2.46,0.44,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,125,Medium,4.74,30.00,26.82,22.09,4.75,4.25,0.49,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,126,Large,17.73,30.00,26.82,9.09,8.40,7.51,10.22,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_7,127,Small,1.87,17.75,15.87,14.00,2.25,2.01,0.14,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,128,Small,1.73,30.00,26.82,25.09,0.55,0.49,1.24,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,129,Small,2.79,23.70,21.19,18.40,5.10,4.56,1.77,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,130,Small,2.27,22.60,20.21,17.93,1.50,1.34,0.93,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,131,Medium,5.89,8.45,7.56,1.67,4.00,3.58,2.31,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,132,Small,2.07,15.60,13.95,11.88,0.75,0.67,1.40,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,133,Small,2.01,30.00,26.82,24.82,1.80,1.61,0.40,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,134,Medium,6.81,30.00,26.82,20.01,4.05,3.62,3.19,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_7,135,Small,3.25,30.00,26.82,23.57,9.00,8.05,4.79,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,136,Small,2.10,20.00,17.88,15.78,2.05,1.83,0.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,137,Small,2.73,4.40,3.93,1.21,0.85,0.76,1.97,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,138,Small,2.32,30.00,26.82,24.51,4.25,3.80,1.48,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,139,Small,3.41,3.55,3.17,0.24,1.25,1.12,2.29,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,140,Medium,6.48,30.00,26.82,20.35,7.75,6.93,0.45,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,141,Large,13.33,16.70,14.93,1.60,5.00,4.47,8.86,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_7,142,Small,2.14,30.00,26.82,24.68,4.90,4.38,2.24,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,143,Medium,9.26,30.00,26.82,17.56,13.20,11.80,2.54,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,144,Small,2.12,16.50,14.75,12.63,1.40,1.25,0.87,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,145,Medium,4.47,24.60,21.99,17.52,1.95,1.74,2.73,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,146,Medium,8.13,30.00,26.82,18.70,6.30,5.63,2.49,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_7,147,Medium,7.16,29.75,26.60,19.44,6.05,5.41,1.75,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,148,Small,2.81,8.30,7.42,4.61,3.15,2.82,0.01,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,149,Medium,4.78,24.70,22.08,17.31,5.20,4.65,0.13,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,150,Large,15.76,30.00,26.82,11.07,11.80,10.55,5.21,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_7,151,Large,12.81,28.25,25.26,12.45,1.70,1.52,11.29,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_7,152,Medium,10.72,26.20,23.43,12.70,10.10,9.03,1.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,153,Large,18.98,20.75,18.55,0.43,10.00,8.94,10.04,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_7,154,Medium,9.16,30.00,26.82,17.67,16.05,14.35,5.19,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_7,155,Large,12.08,19.10,17.08,5.00,1.40,1.25,10.83,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_7,156,Medium,9.64,12.05,10.77,1.13,7.65,6.84,2.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,157,Medium,10.35,25.75,23.02,12.67,14.50,12.96,2.61,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,158,Medium,7.11,15.90,14.22,7.10,8.50,7.60,0.49,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,159,Medium,7.69,30.00,26.82,19.13,9.40,8.40,0.71,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_7,160,Large,16.19,20.25,18.11,1.91,3.65,3.26,12.93,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_7,161,Medium,7.77,12.25,10.95,3.18,5.95,5.32,2.45,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,162,Medium,5.89,30.00,26.82,20.94,8.60,7.69,1.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,163,Small,2.87,14.45,12.92,10.05,1.45,1.30,1.57,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,164,Medium,9.08,30.00,26.82,17.75,6.90,6.17,2.91,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,165,Medium,6.18,30.00,26.82,20.64,10.15,9.08,2.89,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,166,Small,2.92,11.05,9.88,6.95,6.85,6.12,3.20,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,167,Medium,6.92,20.95,18.73,11.81,4.95,4.43,2.50,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,1,Large,14.05,15.10,13.50,0.55,9.70,8.67,5.37,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
6_8,2,Small,1.99,2.60,2.32,0.34,2.40,2.15,0.16,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_8,3,Medium,7.92,0.45,0.40,7.51,0.65,0.58,7.34,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
6_8,4,Medium,4.83,0.10,0.09,4.74,0.10,N/A,N/A,REJECTED,0.00,SHADOW_SUPPORT_LOST,NO_VALID_SHADOW
6_8,5,Large,12.64,13.05,11.67,0.97,4.70,4.20,8.44,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
6_8,6,Medium,4.92,22.60,20.21,15.29,6.55,5.86,0.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,7,Medium,8.16,21.45,19.18,11.02,11.40,10.19,2.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,8,Small,2.15,13.80,12.34,10.19,2.80,2.50,0.35,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,9,Medium,4.17,30.00,26.82,22.65,5.30,4.74,0.57,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,10,Medium,4.33,3.55,3.17,1.15,1.90,1.70,2.63,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_8,11,Medium,8.37,0.95,0.85,7.52,0.45,N/A,N/A,REJECTED,0.00,SHADOW_SUPPORT_LOST,NO_VALID_SHADOW
6_8,12,Small,1.57,30.00,26.82,25.26,1.00,0.89,0.67,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,13,Medium,9.51,30.00,26.82,17.31,5.30,4.74,4.78,VALID,0.98,LOCAL_GRADIENT_STEP,NONE
6_8,14,Small,2.48,25.15,22.49,20.01,4.15,3.71,1.23,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,15,Medium,6.39,27.90,24.95,18.56,13.95,12.47,6.09,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_8,16,Small,3.52,30.00,26.82,23.31,10.15,9.08,5.56,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_8,17,Small,2.72,23.95,21.41,18.70,8.80,7.87,5.15,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_8,18,Small,2.50,30.00,26.82,24.32,2.25,2.01,0.49,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,19,Medium,4.83,30.00,26.82,22.00,4.35,3.89,0.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,20,Medium,4.37,17.60,15.74,11.36,3.00,2.68,1.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,21,Small,1.59,30.00,26.82,25.24,5.35,4.78,3.20,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,22,Small,1.81,14.30,12.79,10.97,3.40,3.04,1.23,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,23,Small,1.97,20.90,18.69,16.72,11.80,10.55,8.59,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_8,24,Small,3.08,10.25,9.16,6.08,3.80,3.40,0.31,VALID,0.99,RELATIVE_INTENSITY_STEP,NONE
6_8,25,Small,1.75,30.00,26.82,25.07,5.70,5.10,3.35,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,26,Small,2.06,29.60,26.47,24.40,5.80,5.19,3.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,27,Small,2.31,8.20,7.33,5.03,2.30,2.06,0.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,28,Medium,4.60,30.00,26.82,22.22,4.30,3.84,0.76,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_8,29,Small,1.88,30.00,26.82,24.94,4.70,4.20,2.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,30,Small,1.69,30.00,26.82,25.13,1.45,1.30,0.39,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,31,Small,3.58,4.30,3.84,0.27,3.05,2.73,0.85,VALID,0.98,LOCAL_GRADIENT_STEP,NONE
6_8,32,Small,2.31,30.00,26.82,24.52,10.95,9.79,7.49,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_8,33,Small,1.67,12.70,11.36,9.68,0.90,0.80,0.87,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,34,Small,1.78,30.00,26.82,25.04,4.65,4.16,2.37,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,35,Small,1.46,4.75,4.25,2.79,4.25,3.80,2.34,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_8,36,Small,2.87,30.00,26.82,23.96,3.65,3.26,0.40,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,37,Small,1.27,8.80,7.87,6.60,3.85,3.44,2.17,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_8,38,Small,2.36,30.00,26.82,24.47,1.20,1.07,1.28,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,39,Small,3.66,30.00,26.82,23.16,8.65,7.73,4.07,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,40,Medium,4.45,22.40,20.03,15.58,7.05,6.30,1.85,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,41,Medium,11.17,30.00,26.82,15.65,15.90,14.22,3.05,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,42,Medium,6.60,30.00,26.82,20.22,15.60,13.95,7.34,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_8,43,Medium,11.96,30.00,26.82,14.86,6.65,5.95,6.02,VALID,0.99,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
6_8,44,Small,3.18,30.00,26.82,23.65,8.25,7.38,4.20,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_8,45,Medium,4.63,17.60,15.74,11.11,8.80,7.87,3.24,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_8,46,Medium,10.49,30.00,26.82,16.33,3.75,3.35,7.14,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_8,47,Large,20.04,30.00,26.82,6.79,22.85,20.43,0.39,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,48,Small,3.14,6.50,5.81,2.67,3.70,3.31,0.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,49,Large,13.52,12.20,10.91,2.61,7.90,7.06,6.46,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_8,50,Medium,4.32,18.00,16.09,11.78,2.45,2.19,2.13,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,51,Large,16.66,30.00,26.82,10.16,11.10,9.92,6.74,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_8,52,Large,18.90,30.00,26.82,7.93,11.20,10.01,8.88,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_8,53,Large,18.86,30.00,26.82,7.96,22.30,19.94,1.07,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,54,Small,4.00,15.05,13.46,9.46,8.20,7.33,3.33,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_8,55,Small,2.97,6.95,6.21,3.25,3.65,3.26,0.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,56,Medium,6.34,29.85,26.69,20.35,23.30,20.83,14.50,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_8,57,Medium,6.91,30.00,26.82,19.91,8.75,7.82,0.91,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,58,Medium,11.43,2.15,1.92,9.50,0.75,0.67,10.76,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
6_8,59,Large,15.57,30.00,26.82,11.26,11.50,10.28,5.28,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_8,60,Small,1.90,12.15,10.86,8.96,8.30,7.42,5.52,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_8,61,Small,2.65,9.80,8.76,6.11,9.30,8.32,5.66,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_8,62,Small,2.06,25.05,22.40,20.34,5.05,4.52,2.45,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_8,63,Large,17.92,20.65,18.46,0.54,3.15,2.82,15.11,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,1,Large,14.76,30.00,26.82,12.06,7.65,6.84,7.92,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,2,Medium,7.06,4.95,4.43,2.63,2.05,1.83,5.23,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,3,Medium,5.77,7.10,6.35,0.57,5.25,4.69,1.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,4,Small,2.29,30.00,26.82,24.53,3.15,2.82,0.53,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_9,5,Small,2.63,27.85,24.90,22.27,2.90,2.59,0.04,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,6,Small,2.48,27.05,24.19,21.71,2.50,2.24,0.24,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,7,Small,3.57,30.00,26.82,23.25,2.30,2.06,1.51,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,8,Small,1.93,30.00,26.82,24.89,1.15,1.03,0.91,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,9,Small,0.80,20.60,18.42,17.62,4.30,3.84,3.04,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,10,Small,1.66,23.35,20.88,19.22,3.65,3.26,1.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,11,Small,2.70,30.00,26.82,24.12,6.95,6.21,3.51,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_9,12,Small,3.41,30.00,26.82,23.42,7.30,6.53,3.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,13,Small,1.61,22.00,19.67,18.07,2.30,2.06,0.45,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,14,Medium,9.88,22.30,19.94,10.06,7.50,6.71,3.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,15,Small,3.54,30.00,26.82,23.28,6.60,5.90,2.36,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_9,16,Small,2.56,12.00,10.73,8.17,3.20,2.86,0.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,17,Small,2.38,8.55,7.64,5.27,5.60,5.01,2.63,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,18,Large,15.16,30.00,26.82,11.66,20.90,18.69,3.52,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,19,Small,1.92,30.00,26.82,24.91,3.45,3.08,1.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,20,Large,19.67,30.00,26.82,7.15,11.95,10.68,8.99,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_9,21,Medium,4.14,30.00,26.82,22.68,11.65,10.42,6.27,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_9,22,Large,18.11,30.00,26.82,8.71,16.60,14.84,3.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,23,Small,2.17,25.65,22.93,20.76,3.85,3.44,1.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,24,Small,3.66,14.95,13.37,9.70,5.40,4.83,1.16,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,25,Small,3.65,30.00,26.82,23.18,4.60,4.11,0.46,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_9,26,Large,16.88,15.05,13.46,3.42,2.90,2.59,14.29,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,27,Small,2.28,24.00,21.46,19.18,1.60,1.43,0.85,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,28,Large,13.25,30.00,26.82,13.57,10.55,9.43,3.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,29,Small,2.51,30.00,26.82,24.31,2.75,2.46,0.06,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,30,Medium,8.55,30.00,26.82,18.27,12.45,11.13,2.58,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_9,31,Small,3.94,16.40,14.66,10.72,0.90,0.80,3.14,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,32,Large,12.86,30.00,26.82,13.96,25.85,23.11,10.25,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_9,33,Small,2.30,13.60,12.16,9.86,1.10,0.98,1.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,34,Large,14.02,30.00,26.82,12.81,8.60,7.69,6.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,35,Large,13.39,30.00,26.82,13.43,9.10,8.14,5.26,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,36,Small,3.58,30.00,26.82,23.25,5.75,5.14,1.56,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,37,Small,2.58,30.00,26.82,24.24,0.90,0.80,1.78,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,38,Large,16.68,30.00,26.82,10.15,5.60,5.01,11.67,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,39,Large,16.52,30.00,26.82,10.30,12.60,11.27,5.26,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_9,40,Large,17.83,30.00,26.82,8.99,20.70,18.51,0.68,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,41,Large,18.13,30.00,26.82,8.69,9.65,8.63,9.50,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_9,42,Small,2.78,30.00,26.82,24.04,13.05,11.67,8.89,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_9,43,Medium,4.69,30.00,26.82,22.13,5.30,4.74,0.05,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,44,Large,17.01,18.25,16.32,0.69,7.65,6.84,10.17,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
6_9,45,Small,3.00,30.00,26.82,23.83,5.40,4.83,1.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,46,Medium,5.48,30.00,26.82,21.35,4.40,3.93,1.54,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_9,47,Small,1.78,30.00,26.82,25.04,3.15,2.82,1.03,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_9,48,Medium,10.98,30.00,26.82,15.84,5.95,5.32,5.66,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_9,49,Small,2.18,29.65,26.51,24.33,4.15,3.71,1.53,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_9,50,Small,2.26,12.70,11.36,9.10,3.95,3.53,1.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,51,Small,3.21,5.80,5.19,1.98,2.65,2.37,0.84,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_9,52,Large,17.54,0.80,0.72,16.82,0.65,0.58,16.96,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_9,53,Small,2.02,3.05,2.73,0.70,2.40,2.15,0.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_9,54,Small,0.73,0.60,0.54,0.19,0.35,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
7_10,1,Large,36.44,30.00,26.82,9.61,17.25,15.42,21.01,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
7_10,2,Large,34.03,30.00,26.82,7.20,16.40,14.66,19.36,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
7_10,3,Large,17.73,30.00,26.82,9.09,15.90,14.22,3.52,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
7_10,4,Medium,11.72,30.00,26.82,15.10,8.50,7.60,4.12,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
7_10,5,Large,13.77,30.00,26.82,13.05,11.85,10.60,3.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
7_10,6,Medium,4.09,14.80,13.23,9.14,5.75,5.14,1.05,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
7_10,7,Large,16.24,30.00,26.82,10.58,8.80,7.87,8.37,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
7_10,8,Large,52.51,30.00,26.82,25.69,12.40,11.09,41.42,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
7_10,9,Large,19.29,10.15,9.08,10.22,8.10,7.24,12.05,VALID,0.99,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
7_10,10,Large,52.18,30.00,26.82,25.36,19.85,17.75,34.43,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
7_10,11,Small,2.42,29.50,26.38,23.96,6.25,5.59,3.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
7_10,12,Small,2.63,16.30,14.57,11.94,11.40,10.19,7.56,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
7_10,13,Medium,5.03,16.80,15.02,9.99,9.60,8.58,3.56,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
7_10,14,Large,52.24,26.35,23.56,28.68,8.00,7.15,45.09,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
7_10,15,Small,2.12,30.00,26.82,24.71,9.70,8.67,6.55,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
7_10,16,Small,0.00,30.00,26.82,26.82,16.45,14.71,14.71,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
7_10,17,Small,0.58,27.05,24.19,23.60,18.85,16.85,16.27,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
7_10,18,Large,12.35,27.55,24.63,12.28,19.50,17.44,5.09,VALID,1.00,SHADOW_SUPPORT_LOST,SHADOW_MASK_FRAGMENTATION
7_10,19,Large,52.32,21.30,19.04,33.27,17.50,15.65,36.67,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
7_11,1,Medium,5.11,30.00,26.82,21.72,9.65,8.63,3.52,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
7_11,2,Medium,11.34,30.00,26.82,15.49,20.45,18.28,6.95,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
7_11,3,Large,20.91,30.00,26.82,5.92,30.00,26.82,5.92,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
